id,X,input,output,out_i,rules
57,17,-2_2_4_8,-2_2_4_8_16_6_6_12_24_6_6_12_24_48_6_6_12_24_48_6,24,0100111120200010_010_010000
57,18,-2_2_4_8,-2_2_4_8_16_6_6_12_24_6_6_12_24_48_6_6_12_24_48_6,48,0100111120200010_010_010000
57,19,-2_2_4_8,-2_2_4_8_16_6_6_12_24_6_6_12_24_48_6_6_12_24_48_6,6,0100111120200010_010_010000
58,0,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,-2,0100112020201000_010_100000
58,1,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,2,0100112020201000_010_100000
58,2,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,3,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,8,0100112020201000_010_100000
58,4,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,5,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,6,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,7,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,8,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,9,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,10,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,11,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,12,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,13,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,14,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,15,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,16,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,17,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,18,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
58,19,-2_2_4_8,-2_2_4_8_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,4,0100112020201000_010_100000
59,0,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,-2,0100111120200100_010_010000
59,1,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,2,0100111120200100_010_010000
59,2,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,4,0100111120200100_010_010000
59,3,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,8,0100111120200100_010_010000
59,4,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,16,0100111120200100_010_010000
59,5,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,6,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,7,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,10,0100111120200100_010_010000
59,8,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,20,0100111120200100_010_010000
59,9,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,10,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,11,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,10,0100111120200100_010_010000
59,12,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,20,0100111120200100_010_010000
59,13,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,40,0100111120200100_010_010000
59,14,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,15,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
59,16,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,10,0100111120200100_010_010000
59,17,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,20,0100111120200100_010_010000
59,18,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,40,0100111120200100_010_010000
59,19,-2_2_4_8,-2_2_4_8_16_5_5_10_20_5_5_10_20_40_5_5_10_20_40_5,5,0100111120200100_010_010000
60,0,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,-2,0100111120300000_010_010000
60,1,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,2,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,4,0100111120300000_010_010000
60,3,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,8,0100111120300000_010_010000
60,4,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,16,0100111120300000_010_010000
60,5,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,6,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,7,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,4,0100111120300000_010_010000
60,8,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,8,0100111120300000_010_010000
60,9,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,16,0100111120300000_010_010000
60,10,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,32,0100111120300000_010_010000
60,11,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,12,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,13,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,4,0100111120300000_010_010000
60,14,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,8,0100111120300000_010_010000
60,15,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,16,0100111120300000_010_010000
60,16,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,32,0100111120300000_010_010000
60,17,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,64,0100111120300000_010_010000
60,18,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
60,19,-2_2_4_8,-2_2_4_8_16_2_2_4_8_16_32_2_2_4_8_16_32_64_2_2,2,0100111120300000_010_010000
61,0,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,-2,0100101010200000_010_000000
61,1,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,2,0100101010200000_010_000000
61,2,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,4,0100101010200000_010_000000
61,3,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,8,0100101010200000_010_000000
61,4,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,16,0100101010200000_010_000000
61,5,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,32,0100101010200000_010_000000
61,6,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,64,0100101010200000_010_000000
61,7,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,128,0100101010200000_010_000000
61,8,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,256,0100101010200000_010_000000
61,9,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,512,0100101010200000_010_000000
61,10,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,1024,0100101010200000_010_000000
61,11,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,2048,0100101010200000_010_000000
61,12,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,4096,0100101010200000_010_000000
61,13,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,8192,0100101010200000_010_000000
61,14,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,16384,0100101010200000_010_000000
61,15,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,32768,0100101010200000_010_000000
61,16,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,65536,0100101010200000_010_000000
61,17,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,131072,0100101010200000_010_000000
61,18,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,262144,0100101010200000_010_000000
61,19,-2_2_4_8,-2_2_4_8_16_32_64_128_256_512_1024_2048_4096_8192_16384_32768_65536_131072_262144_524288,524288,0100101010200000_010_000000
62,0,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,-2,0100111120200001_010_010000
62,1,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,2,0100111120200001_010_010000
62,2,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,4,0100111120200001_010_010000
62,3,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,8,0100111120200001_010_010000
62,4,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,16,0100111120200001_010_010000
62,5,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,6,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,7,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,14,0100111120200001_010_010000
62,8,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,28,0100111120200001_010_010000
62,9,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,10,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,11,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,14,0100111120200001_010_010000
62,12,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,28,0100111120200001_010_010000
62,13,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,14,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,15,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,14,0100111120200001_010_010000
62,16,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,28,0100111120200001_010_010000
62,17,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,56,0100111120200001_010_010000
62,18,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
62,19,-2_2_4_8,-2_2_4_8_16_7_7_14_28_7_7_14_28_7_7_14_28_56_7_7,7,0100111120200001_010_010000
63,0,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-1,0001100120100000_010_000000
63,1,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,2,0001100120100000_010_000000
63,2,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-2,0001100120100000_010_000000
63,3,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,1,0001100120100000_010_000000
63,4,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-1,0001100120100000_010_000000
63,5,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,2,0001100120100000_010_000000
63,6,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-2,0001100120100000_010_000000
63,7,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,1,0001100120100000_010_000000
63,8,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-1,0001100120100000_010_000000
63,9,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,2,0001100120100000_010_000000
63,10,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-2,0001100120100000_010_000000
63,11,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,1,0001100120100000_010_000000
63,12,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-1,0001100120100000_010_000000
63,13,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,2,0001100120100000_010_000000
63,14,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-2,0001100120100000_010_000000
63,15,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,1,0001100120100000_010_000000
63,16,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-1,0001100120100000_010_000000
63,17,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,2,0001100120100000_010_000000
63,18,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,-2,0001100120100000_010_000000
63,19,-1_2_-4_1,-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1_-1_2_-2_1,1,0001100120100000_010_000000
64,0,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-1,0001100110011000_010_000000
64,1,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,3,0001100110011000_010_000000
64,2,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-4,0001100110011000_010_000000
64,3,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,1,0001100110011000_010_000000
64,4,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-1,0001100110011000_010_000000
64,5,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,4,0001100110011000_010_000000
64,6,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-4,0001100110011000_010_000000
64,7,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,1,0001100110011000_010_000000
64,8,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-1,0001100110011000_010_000000
64,9,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,4,0001100110011000_010_000000
64,10,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-4,0001100110011000_010_000000
64,11,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,1,0001100110011000_010_000000
64,12,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-1,0001100110011000_010_000000
64,13,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,4,0001100110011000_010_000000
64,14,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-4,0001100110011000_010_000000
64,15,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,1,0001100110011000_010_000000
64,16,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-1,0001100110011000_010_000000
64,17,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,4,0001100110011000_010_000000
64,18,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,-4,0001100110011000_010_000000
64,19,-1_2_-4_1,-1_3_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1_-1_4_-4_1,1,0001100110011000_010_000000
65,0,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,1,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,2,0001100120100000_010_000000
65,2,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,3,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,1,0001100120100000_010_000000
65,4,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,5,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,6,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,7,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,8,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,9,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,10,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,11,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,12,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,13,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,14,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,15,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,16,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,17,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
65,18,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,-1,0001100120100000_010_000000
65,19,-1_2_-4_1,-1_2_-1_1_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0_-1_0,0,0001100120100000_010_000000
66,0,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,1,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,1,0012011220111000_100_100000
66,2,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,3,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,4,0012011220111000_100_100000
66,4,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,5,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,1,0012011220111000_100_100000
66,6,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,7,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,4,0012011220111000_100_100000
66,8,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,9,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,1,0012011220111000_100_100000
66,10,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,11,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,4,0012011220111000_100_100000
66,12,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,13,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,1,0012011220111000_100_100000
66,14,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,15,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,4,0012011220111000_100_100000
66,16,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,17,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,1,0012011220111000_100_100000
66,18,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,0,0012011220111000_100_100000
66,19,-1_2_-4_1,0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4_0_1_0_4,4,0012011220111000_100_100000
67,0,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,-2,0001000111100000_010_000000
67,1,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,2,0001000111100000_010_000000
67,2,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,3,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,4,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,5,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,6,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,7,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,8,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
67,9,-1_2_-4_1,-2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,1,0001000111100000_010_000000
